,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,,,-additional
Rk,Player,WS,From,To,Age,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
869,Jerry Stackhouse,1.6,2009-10,2012-13,35-38,116,1,0,14.8,2.0,5.2,1.3,2.9,0.8,2.3,0.9,1.1,0.3,1.1,1.4,1.1,0.3,0.2,0.9,0.9,5.7,.392,.431,.341,.828,.505,.466,G-F,ATLBRKMIAMIL,stackje01
870,DeAndre Liggins,1.6,2011-12,2017-18,23-29,177,24,0,10.8,0.7,1.8,0.5,1.1,0.2,0.7,0.3,0.5,0.3,1.2,1.4,0.7,0.6,0.2,0.5,1.1,2.0,.402,.432,.352,.549,.484,.469,G,CLEDALMIAMILNOPOKCORL,liggide01
871,Jannero Pargo,1.6,2009-10,2014-15,30-35,183,5,0,12.7,2.1,5.5,1.2,2.9,0.9,2.6,0.5,0.5,0.2,1.0,1.1,1.7,0.4,0.0,0.9,1.1,5.5,.382,.417,.344,.912,.486,.464,G,ATLCHACHICHOWAS,pargoja01
872,Michael Redd,1.6,2009-10,2011-12,30-32,79,14,0,17.7,3.0,7.8,2.2,5.2,0.8,2.6,1.8,2.3,0.3,1.4,1.8,1.1,0.4,0.0,0.7,0.7,8.6,.383,.423,.306,.768,.485,.435,G,MILPHO,reddmi01
873,Tyler Cook,1.6,2019-20,2021-22,22-24,65,3,0,10.6,1.5,2.4,1.5,2.3,0.0,0.0,0.7,1.2,0.8,1.7,2.5,0.3,0.2,0.1,0.5,1.0,3.8,.654,.656,.500,.600,.661,.657,F,BRKCHICLEDENDET,cookty01
874,David Andersen,1.5,2009-10,2010-11,29-30,103,0,0,12.3,2.0,4.5,1.6,3.5,0.3,1.0,0.6,0.9,0.7,2.1,2.8,0.6,0.2,0.2,0.6,1.5,4.9,.440,.467,.347,.674,.501,.478,C,HOUNOHTOR,anderda03
875,Mickaël Gelabale,1.5,2012-13,2012-13,29,36,13,0,17.9,2.0,3.9,1.6,2.4,0.4,1.4,0.6,0.7,0.9,1.9,2.8,0.7,0.4,0.1,0.4,1.3,5.0,.518,.644,.308,.875,.605,.576,F,MIN,gelabmi01
876,Chris Johnson,1.5,2010-11,2012-13,25-27,71,1,0,8.4,1.1,1.9,1.1,1.9,0.0,0.0,0.7,1.0,0.7,1.2,1.9,0.2,0.2,0.6,0.5,1.5,2.9,.562,.562,,.699,.606,.562,C,BOSMINNOHPOR,johnsch03
877,Von Wafer,1.5,2010-11,2011-12,25-26,91,3,0,11.2,1.5,3.5,1.2,2.3,0.4,1.2,0.8,1.0,0.1,0.9,1.0,0.7,0.3,0.1,0.6,0.7,4.2,.437,.505,.302,.761,.530,.487,G,BOSORL,wafervo01
878,Luther Head,1.5,2009-10,2010-11,27-28,83,24,0,16.9,2.5,5.7,1.7,3.7,0.7,2.0,1.0,1.3,0.3,1.4,1.7,1.7,0.3,0.2,1.0,1.2,6.7,.429,.464,.367,.806,.533,.495,G,INDSAC,headlu01
879,Bruno Caboclo,1.5,2014-15,2020-21,19-25,105,20,0,12.3,1.5,3.8,1.0,1.9,0.6,1.9,0.5,0.6,0.8,1.8,2.6,0.7,0.3,0.6,0.7,1.3,4.2,.403,.498,.308,.836,.512,.480,F-C,HOUMEMSACTOR,cabocbr01
880,Solomon Jones,1.5,2009-10,2013-14,25-29,125,4,0,12.8,1.3,3.0,1.3,3.0,0.0,0.0,0.9,1.3,1.1,1.6,2.7,0.6,0.3,0.6,0.8,2.2,3.4,.418,.422,.000,.706,.478,.418,F,INDLACNOHNYKORL,jonesso01
881,Davon Reed,1.5,2017-18,2022-23,22-27,122,7,0,10.6,1.1,2.7,0.6,1.3,0.5,1.4,0.3,0.4,0.2,1.5,1.7,0.8,0.4,0.1,0.4,1.0,3.1,.408,.434,.385,.667,.525,.509,G,DENINDLALPHO,reedda01
882,Johnathan Williams,1.5,2018-19,2019-20,23-24,39,6,0,14.2,2.2,3.7,2.2,3.6,0.0,0.1,0.9,1.6,1.8,2.3,4.2,0.5,0.2,0.4,0.5,2.0,5.2,.583,.600,.000,.557,.591,.583,F,LALWAS,willijo04
883,Damjan Rudež,1.4,2014-15,2016-17,28-30,146,2,0,11.2,1.2,2.8,0.5,0.9,0.7,1.9,0.2,0.2,0.1,0.5,0.6,0.6,0.2,0.0,0.5,1.0,3.3,.424,.535,.373,.774,.563,.552,F,INDMINORL,rudezda01
884,Allonzo Trier,1.4,2018-19,2019-20,23-24,88,4,0,19.9,3.2,7.1,2.4,5.0,0.8,2.1,2.4,3.0,0.4,2.1,2.6,1.7,0.4,0.2,1.6,1.7,9.7,.454,.483,.384,.801,.574,.510,G,NYK,trieral01
885,Sundiata Gaines,1.4,2009-10,2011-12,23-25,113,12,0,11.6,1.6,4.1,1.2,2.8,0.4,1.3,0.9,1.6,0.4,1.1,1.5,1.8,0.7,0.0,0.8,0.9,4.5,.397,.442,.301,.562,.474,.445,G,MINNJNTORUTA,gainesu01
886,Theo Ratliff,1.4,2009-10,2010-11,36-37,59,29,0,14.9,1.2,2.7,1.2,2.7,0.0,0.0,0.6,0.9,1.1,1.8,2.9,0.5,0.2,1.1,0.7,1.6,3.1,.449,.449,,.731,.498,.449,C-F,CHALALSAS,ratlith01
887,Julian Wright,1.4,2009-10,2010-11,22-23,120,20,0,13.6,1.7,3.3,1.6,3.1,0.0,0.1,0.4,0.7,0.9,1.3,2.2,0.8,0.6,0.3,0.7,0.8,3.7,.505,.516,.250,.560,.521,.510,F,NOHTOR,wrighju01
888,Jonah Bolden,1.4,2018-19,2019-20,23-24,51,10,0,13.5,1.6,3.4,1.0,1.4,0.7,2.0,0.3,0.6,1.0,2.4,3.4,0.8,0.4,0.8,0.7,2.1,4.3,.486,.685,.340,.484,.581,.584,F,PHIPHO,boldejo01
889,Furkan Aldemir,1.4,2014-15,2014-15,23,41,9,0,13.2,1.0,1.9,1.0,1.8,0.0,0.1,0.3,0.7,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3,.513,.548,.000,.481,.517,.513,F-C,PHI,aldemfu01
890,Orlando Johnson,1.4,2012-13,2015-16,23-26,103,1,0,10.8,1.1,3.2,0.7,1.7,0.5,1.5,0.5,0.6,0.3,1.4,1.7,0.7,0.2,0.1,0.5,0.8,3.2,.358,.398,.311,.727,.462,.430,G,INDNOPPHOSAC,johnsor01
891,Josh Howard,1.4,2009-10,2012-13,29-32,107,44,0,23.6,3.6,9.2,3.2,7.7,0.4,1.6,2.1,2.8,0.9,2.8,3.7,1.2,0.8,0.3,1.2,2.2,9.8,.395,.422,.262,.746,.467,.417,F-G,DALMINUTAWAS,howarjo01
892,Ochai Agbaji,1.3,2022-23,2022-23,22,59,22,0,20.5,2.8,6.5,1.4,2.7,1.4,3.9,0.9,1.2,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,.427,.532,.355,.812,.561,.532,G,UTA,agbajoc01
893,Troy Williams,1.3,2016-17,2018-19,22-24,72,17,0,16.3,2.3,5.2,1.7,3.2,0.6,2.0,0.7,1.1,0.7,2.0,2.7,0.7,0.8,0.3,0.8,1.8,6.0,.449,.543,.299,.649,.526,.507,F,HOUMEMNYKSAC,willitr02
894,Jordan Williams,1.3,2011-12,2011-12,21,43,5,0,14.8,1.8,3.5,1.8,3.5,0.0,0.0,1.0,1.5,1.5,2.1,3.6,0.3,0.5,0.3,0.5,1.4,4.6,.507,.507,,.652,.544,.507,F,NJN,willijo03
895,Kira Lewis Jr.,1.3,2020-21,2022-23,19-21,103,0,0,14.4,2.2,5.5,1.6,3.5,0.7,2.1,0.7,0.8,0.3,1.1,1.4,1.9,0.6,0.1,0.7,1.3,5.8,.401,.448,.321,.847,.491,.461,G,NOP,lewiski01
896,K.J. McDaniels,1.3,2014-15,2016-17,21-23,148,16,0,14.1,1.9,4.6,1.4,2.9,0.5,1.6,1.1,1.4,0.6,1.5,2.2,0.6,0.5,0.6,1.0,1.4,5.3,.412,.479,.290,.776,.512,.464,G-F,BRKHOUPHI,mcdankj01
897,Devean George,1.3,2009-10,2009-10,32,45,4,0,16.9,2.0,4.6,0.9,1.8,1.1,2.7,0.4,0.5,0.5,2.1,2.5,0.7,0.9,0.2,0.3,2.0,5.4,.432,.494,.390,.696,.560,.549,G-F,GSW,georgde01
898,Dyson Daniels,1.3,2022-23,2022-23,19,59,11,0,17.7,1.5,3.5,1.0,2.1,0.5,1.5,0.4,0.7,0.6,2.6,3.2,2.3,0.7,0.2,1.0,1.7,3.8,.418,.492,.314,.650,.503,.483,G,NOP,daniedy01
899,Dylan Windler,1.3,2020-21,2022-23,24-26,84,0,0,11.7,1.1,2.8,0.6,1.0,0.6,1.8,0.4,0.5,0.5,1.8,2.3,0.8,0.4,0.2,0.6,1.0,3.3,.416,.585,.322,.800,.550,.519,G-F,CLE,windldy01
900,Chasson Randle,1.3,2016-17,2020-21,23-27,119,7,0,16.1,1.9,4.7,1.0,2.2,0.9,2.5,1.1,1.3,0.2,1.3,1.4,1.8,0.5,0.1,0.9,1.7,5.7,.401,.447,.361,.799,.542,.496,G,GSWNYKORLPHIWAS,randlch01
901,Miloš Teodosić,1.3,2017-18,2018-19,30-31,60,36,0,21.4,2.8,6.7,1.2,2.4,1.6,4.3,0.7,0.9,0.3,2.1,2.4,4.0,0.4,0.1,2.0,2.2,8.0,.420,.496,.378,.811,.563,.543,G,LAC,teodomi01
902,Linas Kleiza,1.3,2010-11,2012-13,26-28,108,29,0,22.8,3.6,8.9,2.5,5.4,1.1,3.5,1.4,1.9,0.8,3.1,4.0,0.9,0.4,0.1,1.3,2.4,9.8,.407,.462,.322,.759,.504,.470,F,TOR,kleizli01
903,Chris Hunter,1.3,2009-10,2009-10,25,60,9,0,13.1,1.8,3.6,1.8,3.6,0.0,0.1,0.9,1.2,0.9,1.9,2.8,0.6,0.2,0.6,0.5,2.2,4.5,.502,.512,.000,.754,.546,.502,F,GSW,huntech01
904,Jeff Taylor,1.3,2012-13,2014-15,23-25,132,50,0,19.4,2.3,5.5,1.6,3.6,0.6,1.9,1.0,1.4,0.6,1.4,2.0,0.8,0.5,0.2,0.7,1.8,6.1,.409,.458,.319,.665,.495,.465,F,CHACHO,tayloje03
905,Stephen Graham,1.3,2009-10,2010-11,27-28,129,36,0,13.7,1.6,3.4,1.4,2.9,0.2,0.6,0.6,0.8,0.3,1.7,2.0,0.5,0.3,0.1,0.6,1.6,3.8,.455,.485,.296,.709,.509,.478,G,CHANJN,grahast01
906,Alize Johnson,1.3,2018-19,2022-23,22-26,76,1,0,7.5,1.0,2.1,0.9,1.8,0.1,0.3,0.4,0.6,1.0,2.0,3.0,0.4,0.2,0.1,0.4,0.7,2.5,.481,.522,.227,.711,.531,.497,F,BRKCHIINDNOPSASWAS,johnsal02
907,Tyler Ennis,1.3,2014-15,2017-18,20-23,186,21,0,12.6,1.7,4.1,1.4,3.0,0.4,1.1,0.4,0.5,0.3,1.1,1.3,1.9,0.5,0.1,0.9,1.3,4.2,.419,.458,.317,.768,.484,.463,G,HOULALMILPHO,ennisty01
908,Jaylen Hoard,1.3,2019-20,2021-22,20-22,39,5,0,17.0,2.6,5.4,2.4,4.4,0.2,1.0,1.1,1.7,1.7,3.0,4.6,1.2,0.6,0.3,0.7,1.2,6.6,.490,.550,.231,.618,.536,.512,F,OKCPOR,hoardja01
909,Darius Songaila,1.3,2009-10,2010-11,31-32,85,1,0,17.4,2.9,5.9,2.9,5.8,0.0,0.1,0.7,0.9,0.7,2.1,2.8,0.8,0.7,0.2,1.0,2.6,6.6,.493,.497,.167,.795,.520,.494,F,NOHPHI,songada01
910,Mitch McGary,1.3,2014-15,2015-16,22-23,52,2,0,10.7,1.9,3.6,1.9,3.5,0.0,0.1,0.6,1.0,1.1,2.4,3.5,0.3,0.3,0.3,0.7,1.6,4.4,.527,.544,.000,.580,.540,.527,F-C,OKC,mcgarmi01
911,Olivier Sarr,1.2,2021-22,2022-23,22-23,31,3,0,17.3,2.4,4.2,1.9,3.0,0.5,1.2,0.9,1.2,1.5,2.5,4.0,0.7,0.2,0.6,0.8,2.2,6.1,.557,.628,.378,.806,.644,.611,C,OKC,sarrol01
912,Andrew Nembhard,1.2,2022-23,2022-23,23,75,63,0,27.6,3.8,8.6,2.6,5.1,1.2,3.5,0.7,0.8,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,.441,.504,.350,.790,.528,.512,G,IND,nembhan01
913,Admiral Schofield,1.2,2019-20,2022-23,22-25,108,3,0,11.9,1.3,3.2,0.7,1.2,0.6,2.0,0.4,0.5,0.4,1.4,1.8,0.7,0.2,0.1,0.4,1.6,3.7,.420,.581,.322,.811,.546,.520,G-F,ORLWAS,schofad01
914,Ryan Broekhoff,1.2,2018-19,2019-20,28-29,59,1,0,10.7,1.3,3.1,0.4,0.7,1.0,2.4,0.4,0.5,0.2,1.6,1.8,0.6,0.2,0.1,0.4,0.8,4.0,.427,.512,.403,.815,.604,.584,F,DAL,broekry01
915,Donta Hall,1.2,2019-20,2020-21,22-23,22,0,0,14.2,1.8,2.6,1.8,2.6,0.0,0.0,1.5,2.4,1.7,2.8,4.5,0.7,0.4,0.7,0.6,1.9,5.1,.702,.702,,.615,.701,.702,F,BRKDETORL,halldo01
916,Tyler Cavanaugh,1.2,2017-18,2018-19,23-24,50,1,0,11.1,1.4,3.2,0.7,1.4,0.7,1.9,0.4,0.5,1.0,1.7,2.7,0.6,0.2,0.1,0.3,1.3,3.8,.432,.544,.351,.826,.558,.534,F,ATLUTA,cavanty01
917,Hamed Haddadi,1.2,2009-10,2012-13,24-27,132,0,0,7.1,0.9,1.9,0.9,1.9,0.0,0.0,0.5,0.7,0.9,1.5,2.5,0.3,0.1,0.6,0.6,1.4,2.2,.460,.469,.000,.642,.499,.460,C,MEMPHO,haddaha01
918,Shaedon Sharpe,1.2,2022-23,2022-23,19,80,15,0,22.2,3.8,8.1,2.6,4.6,1.3,3.5,0.9,1.3,0.8,2.2,3.0,1.2,0.5,0.3,1.0,1.7,9.9,.472,.559,.360,.714,.568,.551,G,POR,sharpsh01
919,Eduardo Nájera,1.2,2009-10,2011-12,33-35,99,5,0,13.4,1.1,2.8,0.7,1.6,0.4,1.3,0.2,0.4,0.6,1.5,2.1,0.6,0.6,0.2,0.5,1.9,2.9,.397,.477,.299,.564,.475,.465,F,CHADALNJN,najered01
920,Frank Mason III,1.2,2017-18,2020-21,23-26,103,3,0,15.7,2.4,6.1,1.9,4.3,0.5,1.7,1.4,1.9,0.4,1.6,2.0,2.6,0.5,0.1,1.1,1.2,6.7,.396,.433,.301,.755,.489,.438,G,MILORLSAC,masonfr01
921,Anthony Carter,1.1,2009-10,2011-12,34-36,111,7,0,13.8,1.2,3.1,0.9,2.0,0.3,1.1,0.2,0.3,0.3,1.3,1.6,2.4,0.7,0.2,1.0,1.3,3.0,.406,.473,.283,.871,.476,.456,G,DENNYKTOR,cartean01
922,Orlando Robinson,1.1,2022-23,2022-23,22,31,1,0,13.7,1.5,2.9,1.5,2.7,0.0,0.2,0.7,1.0,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,.528,.566,.000,.710,.565,.528,F,MIA,robinor01
923,D.J. Mbenga,1.1,2009-10,2010-11,29-30,90,2,0,7.6,0.8,1.7,0.8,1.7,0.0,0.0,0.2,0.4,0.7,1.2,1.9,0.2,0.1,0.6,0.4,1.2,1.8,.467,.467,,.595,.487,.467,C,LALNOH,mbengdj01
924,Sindarius Thornwell,1.1,2017-18,2020-21,23-26,160,19,0,10.8,0.9,2.1,0.6,1.5,0.2,0.6,0.6,0.8,0.3,1.0,1.3,0.7,0.5,0.2,0.5,1.1,2.5,.407,.436,.340,.672,.504,.459,G,LACNOPORL,thornsi01
925,Chandler Hutchison,1.1,2018-19,2021-22,22-25,103,25,0,17.4,2.1,4.7,1.8,3.7,0.3,1.1,0.9,1.4,0.5,3.1,3.7,0.8,0.6,0.2,0.7,1.4,5.4,.442,.480,.309,.643,.506,.476,G,CHIPHOWAS,hutchch01
926,David Roddy,1.1,2022-23,2022-23,21,70,4,0,18.0,2.6,6.0,1.6,3.0,0.9,3.0,0.6,0.9,0.7,2.0,2.8,0.8,0.4,0.3,0.8,1.5,6.7,.429,.553,.307,.631,.519,.506,F,MEM,roddyda01
927,Archie Goodwin,1.1,2013-14,2016-17,19-22,165,15,0,14.5,2.2,5.2,2.0,4.0,0.3,1.2,1.6,2.3,0.5,1.5,2.0,1.2,0.4,0.2,1.2,1.2,6.3,.429,.484,.236,.700,.510,.455,G,BRKNOPPHO,goodwar01
928,Malcolm Delaney,1.1,2016-17,2017-18,27-28,127,5,0,17.8,2.0,5.3,1.4,3.5,0.6,1.8,1.2,1.5,0.1,1.6,1.8,2.8,0.6,0.1,1.3,1.5,5.7,.377,.415,.308,.805,.483,.431,G,ATL,delanma01
929,Mindaugas Kuzminskas,1.1,2016-17,2017-18,27-28,69,5,0,14.8,2.3,5.4,1.5,2.9,0.8,2.4,0.8,1.0,0.7,1.1,1.8,1.0,0.4,0.2,0.7,1.1,6.2,.426,.512,.321,.809,.530,.499,F,NYK,kuzmimi01
930,Tyler Dorsey,1.1,2017-18,2022-23,21-26,107,16,0,15.7,2.4,6.1,1.3,3.0,1.1,3.1,0.8,1.2,0.4,1.9,2.3,1.3,0.3,0.1,0.6,1.1,6.6,.392,.434,.351,.669,.503,.482,G,ATLDALMEM,dorsety01
931,Leon Powe,1.1,2009-10,2010-11,26-27,50,5,0,11.3,1.6,3.4,1.6,3.3,0.0,0.0,1.5,2.7,0.9,1.6,2.5,0.1,0.3,0.1,0.5,1.6,4.7,.476,.482,.000,.570,.521,.476,F,CLEMEM,powele01
932,Joey Graham,1.1,2009-10,2010-11,27-28,102,26,0,13.2,1.8,3.7,1.7,3.3,0.1,0.4,0.8,1.1,0.5,1.6,2.0,0.4,0.3,0.1,0.7,1.7,4.6,.491,.521,.256,.761,.546,.505,F,CLEDEN,grahajo01
933,Markel Brown,1.1,2014-15,2017-18,23-26,113,35,0,15.9,1.8,4.8,1.3,3.1,0.5,1.7,1.0,1.3,0.4,1.7,2.1,1.2,0.6,0.2,0.7,1.4,5.2,.380,.427,.295,.781,.482,.432,G,BRKHOU,brownma02
934,Jason Collins,1.1,2009-10,2013-14,31-35,163,48,0,9.6,0.5,1.1,0.5,1.1,0.0,0.0,0.4,0.6,0.5,1.0,1.5,0.3,0.2,0.2,0.4,1.6,1.3,.417,.423,.200,.638,.475,.420,C,ATLBOSBRKWAS,collija04
935,Freddie Gillespie,1.1,2020-21,2021-22,23-24,29,4,0,17.6,1.8,3.7,1.8,3.6,0.0,0.0,0.9,1.4,1.9,2.7,4.6,0.5,0.6,1.0,0.6,2.1,4.6,.500,.505,.000,.650,.534,.500,F,ORLTOR,gillefr01
936,Miroslav Raduljica,1.1,2013-14,2014-15,26-27,53,2,0,9.2,1.3,2.5,1.3,2.5,0.0,0.0,0.9,1.1,1.1,1.1,2.1,0.4,0.2,0.2,0.6,1.7,3.6,.530,.530,,.825,.594,.530,C,MILMIN,radulmi01
937,Guerschon Yabusele,1.1,2017-18,2018-19,22-23,74,5,0,6.6,0.8,1.9,0.5,1.0,0.3,0.9,0.4,0.6,0.5,0.9,1.4,0.4,0.2,0.2,0.4,0.7,2.3,.442,.548,.323,.682,.550,.518,F,BOS,yabusgu01
938,Daniel Orton,1.0,2011-12,2013-14,21-23,51,6,0,10.6,1.0,2.0,1.0,2.0,0.0,0.0,0.8,1.4,0.9,1.5,2.5,0.5,0.4,0.5,0.6,1.6,2.8,.485,.490,.000,.597,.531,.485,C-F,OKCORLPHI,ortonda01
939,Haywood Highsmith,1.0,2018-19,2022-23,22-26,78,12,0,15.0,1.4,3.5,0.8,1.7,0.6,1.8,0.2,0.4,0.9,1.9,2.8,0.7,0.5,0.3,0.6,1.2,3.7,.415,.508,.331,.429,.501,.502,F,MIAPHI,highsha01
940,Brandon Goodwin,1.0,2018-19,2021-22,23-26,133,11,0,12.1,1.7,4.4,1.1,2.5,0.6,1.9,0.7,0.9,0.3,1.3,1.6,1.9,0.4,0.0,0.8,1.0,4.7,.390,.445,.315,.730,.488,.457,G,ATLCLEDEN,goodwbr01
941,Mychal Mulder,1.0,2019-20,2021-22,25-27,84,12,0,14.4,2.0,4.9,0.6,1.1,1.4,3.8,0.3,0.5,0.2,1.1,1.3,0.5,0.2,0.2,0.3,1.1,5.8,.413,.573,.369,.711,.567,.557,G-F,GSWMIAORL,muldemy01
942,Kessler Edwards,1.0,2021-22,2022-23,21-22,84,27,0,16.3,1.7,4.3,1.0,2.0,0.8,2.3,0.3,0.4,0.8,2.0,2.8,0.6,0.5,0.4,0.7,1.5,4.6,.406,.479,.340,.794,.512,.496,F,BRKSAC,edwarke02
943,Tony Battie,1.0,2009-10,2011-12,33-35,80,11,0,10.1,1.0,2.3,0.9,2.2,0.0,0.1,0.2,0.4,0.4,2.0,2.4,0.4,0.2,0.3,0.2,1.3,2.2,.417,.419,.375,.679,.447,.425,C-F,NJNPHI,battito01
944,Alex Poythress,1.0,2016-17,2018-19,23-25,52,2,0,10.9,1.5,3.1,1.1,2.1,0.4,1.0,0.5,0.8,0.9,1.4,2.3,0.5,0.2,0.3,0.3,1.5,3.8,.472,.528,.358,.667,.553,.531,F,ATLINDPHI,poythal01
945,Kadeem Allen,1.0,2017-18,2019-20,25-27,47,2,0,13.6,1.9,4.4,1.4,3.1,0.5,1.3,1.2,1.6,0.3,1.2,1.5,2.3,0.5,0.2,0.9,1.4,5.5,.435,.472,.349,.757,.538,.488,G,BOSNYK,allenka01
946,KZ Okpala,1.0,2019-20,2022-23,20-23,98,12,0,9.8,0.9,2.1,0.6,1.1,0.3,1.0,0.2,0.4,0.4,1.1,1.5,0.5,0.2,0.3,0.3,1.3,2.3,.409,.518,.286,.667,.496,.476,F,MIASAC,okpalkz01
947,Jamaal Magloire,1.0,2009-10,2011-12,31-33,88,1,0,10.1,0.7,1.4,0.7,1.4,0.0,0.0,0.4,1.2,0.9,2.4,3.4,0.1,0.2,0.3,0.5,1.7,1.7,.472,.472,,.356,.453,.472,C,MIATOR,magloja01
948,Kendall Marshall,1.0,2012-13,2015-16,21-24,160,57,0,19.3,2.0,4.9,1.2,2.8,0.8,2.2,0.3,0.5,0.1,1.4,1.6,4.9,0.7,0.1,1.8,1.1,5.0,.399,.422,.370,.611,.489,.480,G,LALMILPHIPHO,marshke01
949,Miye Oni,1.0,2019-20,2021-22,22-24,80,1,0,8.4,0.6,1.8,0.1,0.3,0.5,1.4,0.1,0.2,0.4,1.0,1.4,0.5,0.2,0.1,0.3,1.0,1.8,.350,.440,.330,.750,.499,.486,G,UTA,onimi01
950,Miles McBride,1.0,2021-22,2022-23,21-22,104,4,0,10.9,1.0,3.1,0.5,1.2,0.5,1.9,0.3,0.5,0.2,0.7,0.9,1.1,0.5,0.1,0.3,1.0,3.0,.337,.430,.282,.667,.448,.426,G,NYK,mcbrimi01
951,Anthony Johnson,1.0,2009-10,2009-10,35,31,0,0,13.1,1.6,3.6,1.2,2.3,0.4,1.3,0.6,0.6,0.3,1.3,1.5,2.0,0.4,0.0,0.8,1.0,4.2,.441,.500,.333,.950,.543,.500,G,ORL,johnsan02
952,Ike Diogu,1.0,2010-11,2011-12,27-28,38,0,0,12.7,2.2,3.9,2.2,3.9,0.0,0.0,1.1,1.7,1.1,2.0,3.1,0.1,0.1,0.1,0.6,1.9,5.5,.553,.553,,.672,.587,.553,F,LACSAS,dioguik01
953,Acie Law,1.0,2009-10,2010-11,25-26,77,1,0,12.5,1.5,3.4,1.4,2.7,0.1,0.7,1.1,1.5,0.2,0.8,1.0,1.4,0.6,0.0,0.8,1.0,4.3,.444,.502,.212,.752,.528,.466,G,CHACHIGSWMEM,lawac01
954,Michael Finley,1.0,2009-10,2009-10,36,46,7,0,15.4,1.8,4.0,1.1,2.2,0.7,1.8,0.2,0.3,0.1,1.4,1.5,0.9,0.2,0.1,0.5,0.7,4.4,.440,.480,.390,.533,.530,.527,G-F,BOSSAS,finlemi01
955,Shawn Long,0.9,2016-17,2016-17,24,18,0,0,13.0,3.4,6.1,3.0,5.0,0.4,1.1,1.1,1.9,2.3,2.4,4.7,0.7,0.5,0.5,0.7,2.7,8.2,.560,.600,.368,.543,.595,.592,C-F,PHI,longsh01
956,Nate Wolters,0.9,2013-14,2017-18,22-26,84,31,0,18.8,2.3,5.4,2.1,4.6,0.2,0.8,0.7,1.1,0.5,1.7,2.2,2.5,0.5,0.2,0.8,1.0,5.5,.423,.452,.261,.635,.466,.442,G,MILNOPUTA,woltena01
957,Julyan Stone,0.9,2011-12,2017-18,23-29,70,2,0,7.2,0.4,0.9,0.3,0.4,0.1,0.5,0.2,0.3,0.1,1.0,1.1,1.1,0.2,0.1,0.4,0.8,1.1,.444,.581,.313,.700,.557,.524,G,CHODENTOR,stoneju01
958,Chris Wright,0.9,2011-12,2013-14,23-25,32,1,0,9.8,1.4,2.5,1.4,2.5,0.0,0.0,0.9,1.4,0.9,1.1,2.0,0.3,0.4,0.6,0.4,1.2,3.7,.550,.557,.000,.652,.589,.550,F,GSWMIL,wrighch01
959,Darko Miličić,0.9,2009-10,2012-13,24-27,131,110,0,21.7,3.3,7.0,3.3,7.0,0.0,0.0,0.7,1.4,1.6,3.0,4.6,1.3,0.6,1.5,1.7,2.8,7.3,.471,.471,.000,.528,.481,.471,F-C,BOSMINNYK,milicda01
960,R.J. Hampton,0.9,2020-21,2022-23,19-21,162,18,0,18.8,2.5,6.2,1.7,3.8,0.8,2.4,1.2,1.7,0.4,2.4,2.8,1.8,0.6,0.2,1.1,1.3,7.1,.410,.452,.342,.680,.508,.476,G,DENDETORL,hamptrj01
961,Chris Duarte,0.9,2021-22,2022-23,24-25,101,51,0,24.1,3.9,9.4,2.4,5.2,1.5,4.2,1.5,1.8,0.6,2.8,3.4,1.8,0.8,0.2,1.3,1.6,10.7,.410,.461,.347,.821,.523,.488,G,IND,duartch01
962,P.J. Hairston,0.9,2014-15,2015-16,22-23,111,54,0,18.0,2.1,6.1,1.0,2.5,1.1,3.6,0.7,0.9,0.4,2.0,2.4,0.5,0.5,0.2,0.6,1.8,6.0,.343,.414,.295,.810,.460,.431,G-F,CHOMEM,hairspj02
963,Johnathan Motley,0.9,2017-18,2019-20,22-24,46,4,0,8.1,2.0,3.5,1.9,3.3,0.0,0.2,1.0,1.6,0.8,1.6,2.4,0.6,0.2,0.1,0.7,1.1,4.9,.552,.575,.200,.587,.577,.558,F,DALLAC,motlejo01
964,Luke Harangody,0.9,2010-11,2011-12,23-24,70,1,0,12.4,1.5,3.9,1.2,2.6,0.3,1.2,0.4,0.5,0.9,1.9,2.8,0.5,0.3,0.3,0.3,1.4,3.6,.376,.440,.241,.737,.440,.415,F,BOSCLE,haranlu01
965,C.J. Williams,0.9,2017-18,2018-19,27-28,53,17,0,15.8,2.0,4.4,1.5,2.6,0.5,1.8,0.2,0.3,0.2,1.0,1.2,1.0,0.7,0.2,0.5,1.5,4.7,.448,.558,.287,.765,.518,.506,G,LACMIN,willicj01
966,Cory Jefferson,0.9,2014-15,2015-16,24-25,58,1,0,10.0,1.4,3.3,1.4,3.0,0.0,0.3,0.6,1.0,0.9,1.9,2.8,0.3,0.2,0.4,0.3,1.2,3.5,.444,.474,.125,.583,.476,.450,F,BRKPHO,jeffeco01
