,Player,Round,Pick,Draft Year,College,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
548,Jordan Crawford,1,27,2010,Xavier,35,34,32.8,7.4,16.1,5.2,10.3,2.3,5.8,3.4,4.4,1.0,3.8,4.7,2.9,1.3,0.2,2.4,1.6,20.5,0.462,0.501,0.391,0.773,0.564,0.532,G
549,Allen Crabbe,2,31,2013,California,98,97,34.7,5.4,12.2,3.3,6.6,2.1,5.6,2.7,3.3,0.9,4.8,5.7,2.2,0.9,0.6,1.9,1.7,15.7,0.446,0.5,0.382,0.819,0.571,0.533,G
550,Isaiah Cousins,2,59,2016,Oklahoma,137,119,27.7,3.5,8.5,2.2,5.3,1.3,3.2,1.5,2.1,0.8,3.0,3.9,2.7,1.1,0.3,1.9,2.0,9.7,0.408,0.408,0.407,0.711,0.511,0.484,G
551,DeMarcus Cousins,1,5,2010,Kentucky,38,37,23.5,5.4,9.7,5.4,9.6,0.0,0.2,4.3,7.1,4.1,5.8,9.8,1.0,1.0,1.8,2.1,3.2,15.1,0.558,0.565,0.167,0.604,0.579,0.56,F
552,Sharife Cooper,2,48,2021,Auburn,12,12,33.1,6.0,15.3,4.9,10.6,1.1,4.8,7.1,8.6,0.7,3.6,4.3,8.1,1.0,0.3,4.2,2.7,20.2,0.391,0.465,0.228,0.825,0.519,0.427,G
553,Pat Connaughton,2,41,2015,Notre Dame,139,123,32.3,3.7,8.2,1.8,3.2,1.9,5.0,1.2,1.5,1.0,4.9,5.9,1.8,0.7,0.5,1.0,1.7,10.5,0.45,0.549,0.386,0.777,0.587,0.567,G
554,Zach Collins,1,10,2017,Gonzaga,39,0,17.3,3.5,5.3,3.2,4.8,0.3,0.5,2.8,3.8,1.7,4.2,5.9,0.4,0.5,1.8,1.5,2.7,10.0,0.652,0.672,0.476,0.743,0.703,0.676,F
555,John Collins,1,19,2017,Wake Forest,64,34,20.7,4.9,8.2,4.9,8.2,0.0,0.0,3.6,4.9,2.8,4.2,7.0,0.4,0.5,1.2,1.4,2.8,13.4,0.601,0.602,0.0,0.729,0.638,0.601,F
556,Dwayne Collins,2,60,2010,Miami (FL),29,28,24.7,4.4,7.3,4.4,7.3,0.0,0.0,3.1,5.5,2.9,4.8,7.8,1.2,0.6,1.1,2.4,2.3,12.0,0.604,0.604,,0.569,0.602,0.604,F
557,Norris Cole,1,28,2011,Cleveland State,69,69,35.0,6.3,14.5,5.0,10.7,1.3,3.8,5.2,6.2,0.6,3.8,4.4,4.9,2.0,0.1,2.7,2.4,19.1,0.436,0.469,0.342,0.833,0.548,0.481,G
558,Noah Clowney,1,21,2023,Alabama,36,36,25.4,3.4,7.0,2.5,3.7,0.9,3.3,2.0,3.1,2.1,5.8,7.9,0.8,0.6,0.9,1.3,2.5,9.8,0.486,0.669,0.283,0.649,0.576,0.553,F
559,Nicolas Claxton,2,31,2019,Georgia,65,37,23.0,2.8,6.1,2.4,4.8,0.4,1.3,2.4,4.0,2.0,4.2,6.2,1.0,0.6,1.9,1.4,2.3,8.4,0.457,0.5,0.302,0.611,0.526,0.49,F
560,Jordan Clarkson,2,46,2014,Missouri,93,75,31.7,5.1,11.6,4.1,8.4,1.0,3.2,4.2,5.2,0.8,2.5,3.3,2.7,0.9,0.3,2.7,2.3,15.4,0.44,0.485,0.322,0.805,0.548,0.484,G
561,Brandon Clarke,1,21,2019,Gonzaga,98,69,27.8,6.0,9.3,5.9,9.1,0.1,0.2,2.5,4.0,2.7,4.9,7.7,1.9,1.0,2.4,1.5,2.2,14.5,0.639,0.649,0.25,0.618,0.643,0.642,F
562,Jaylen Clark,2,53,2023,UCLA,90,35,19.1,2.9,5.8,2.5,4.6,0.4,1.3,1.2,1.9,1.5,2.6,4.1,1.0,1.3,0.2,0.8,1.7,7.4,0.49,0.544,0.302,0.661,0.546,0.524,G
563,Josh Christopher,1,24,2021,Arizona State,15,15,29.7,5.1,11.7,3.9,7.8,1.2,3.9,2.9,3.7,0.7,4.1,4.7,1.4,1.5,0.5,1.7,3.2,14.3,0.432,0.496,0.305,0.8,0.529,0.483,G
564,Semaj Christon,2,55,2014,Xavier,64,63,34.8,5.7,12.3,5.3,11.1,0.4,1.2,4.4,6.6,0.3,2.5,2.8,4.4,1.4,0.2,3.1,2.4,16.2,0.462,0.476,0.338,0.67,0.525,0.479,G
565,Rakeem Christmas,2,36,2015,Syracuse,142,140,22.0,2.9,5.1,2.9,5.1,0.0,0.0,1.6,2.4,2.0,3.3,5.3,0.6,0.5,1.7,1.1,2.6,7.4,0.56,0.56,0.0,0.681,0.588,0.56,F
566,Max Christie,2,35,2022,Michigan State,35,35,30.8,3.2,8.4,2.1,4.9,1.1,3.5,1.7,2.1,0.9,2.6,3.5,1.5,0.5,0.5,1.5,1.1,9.3,0.382,0.429,0.317,0.824,0.494,0.449,G
567,Marquese Chriss,1,8,2016,Washington,34,34,24.9,5.3,9.9,4.6,8.2,0.6,1.8,2.6,3.8,2.5,2.9,5.4,0.8,0.9,1.6,2.0,4.1,13.7,0.53,0.568,0.35,0.682,0.585,0.561,F
568,Kennedy Chandler,2,38,2022,Tennessee,34,34,30.8,5.4,11.5,3.9,7.8,1.4,3.8,1.8,2.9,0.7,2.6,3.2,4.7,2.2,0.2,2.5,2.0,13.9,0.464,0.504,0.383,0.606,0.539,0.527,G
569,Willie Cauley-Stein,1,6,2015,Kentucky,105,70,24.5,3.3,5.6,3.3,5.6,0.0,0.0,1.4,2.8,2.4,3.9,6.2,0.9,1.1,2.2,1.2,2.3,8.0,0.593,0.593,,0.508,0.582,0.593,F
570,Michael Carter-Williams,1,11,2013,Syracuse,66,40,25.4,2.7,6.8,2.1,4.8,0.6,2.1,2.2,3.2,0.9,2.7,3.6,5.2,2.0,0.4,2.3,1.8,8.2,0.398,0.438,0.307,0.679,0.493,0.445,G
571,Wendell Carter Jr.,1,7,2018,Duke,37,37,26.9,4.8,8.6,4.3,7.4,0.5,1.2,3.4,4.5,2.9,6.1,9.1,2.0,0.8,2.1,2.0,2.8,13.5,0.561,0.586,0.413,0.738,0.628,0.591,F
572,Jevon Carter,2,32,2018,West Virginia,144,112,29.9,4.1,10.0,2.4,5.3,1.7,4.7,2.4,3.0,0.9,2.8,3.7,3.9,2.3,0.2,1.8,2.5,12.2,0.407,0.453,0.355,0.798,0.534,0.491,G
573,Tony Carr,2,51,2018,Penn State,70,70,34.2,5.5,13.9,3.8,9.5,1.7,4.4,3.8,4.9,0.8,4.1,4.9,4.6,0.7,0.3,2.4,2.0,16.6,0.396,0.397,0.395,0.786,0.511,0.458,G
574,Vernon Carey Jr.,2,32,2020,Duke,31,30,24.9,6.4,11.1,6.2,10.5,0.3,0.7,4.7,7.0,2.7,6.1,8.8,1.0,0.7,1.6,2.0,2.7,17.8,0.577,0.59,0.381,0.67,0.615,0.588,C
575,Derrick Caracter,2,58,2010,UTEP,27,22,26.7,5.5,9.7,5.3,9.1,0.1,0.6,3.0,4.4,2.7,5.4,8.1,1.1,1.0,0.9,2.9,3.0,14.1,0.567,0.585,0.267,0.672,0.598,0.575,F
576,Isaiah Canaan,2,34,2013,Murray State,132,83,29.4,4.8,10.7,2.5,5.2,2.3,5.5,3.6,4.5,0.6,2.2,2.8,2.9,1.2,0.1,2.4,1.8,15.5,0.45,0.483,0.419,0.803,0.606,0.558,G
577,Toumani Camara,2,52,2023,Dayton,125,116,27.4,4.2,8.2,3.6,6.3,0.6,1.8,2.0,3.2,2.0,4.8,6.9,1.4,1.0,0.8,2.2,2.7,11.0,0.513,0.573,0.307,0.631,0.566,0.548,F
578,Kentavious Caldwell-Pope,1,8,2013,Georgia,64,60,33.0,5.3,12.7,3.0,5.9,2.3,6.9,2.9,3.9,1.3,4.8,6.1,1.5,1.9,0.4,1.6,2.2,15.8,0.415,0.504,0.339,0.752,0.543,0.507,G
579,Jimmy Butler,1,30,2011,Marquette,71,69,34.5,4.7,9.3,4.2,8.0,0.5,1.3,5.3,6.8,2.4,3.8,6.2,2.2,1.4,0.5,1.3,1.6,15.2,0.507,0.524,0.4,0.775,0.607,0.534,G
580,Jared Butler,2,40,2021,Baylor,94,81,29.1,4.9,11.4,2.6,5.4,2.3,5.9,2.1,2.6,0.5,2.7,3.2,3.5,1.5,0.2,2.4,2.4,14.1,0.431,0.483,0.384,0.782,0.56,0.531,G
581,Da'Sean Butler,2,42,2010,West Virginia,38,38,35.8,5.5,13.2,3.6,8.0,1.8,5.2,4.4,5.6,1.6,4.6,6.2,3.1,1.0,0.4,1.8,2.2,17.2,0.414,0.452,0.354,0.789,0.541,0.483,F
582,Alec Burks,1,12,2011,Colorado,68,67,30.9,6.2,12.6,5.5,10.4,0.7,2.2,5.9,7.3,2.2,3.6,5.8,2.4,1.1,0.4,2.3,2.4,19.0,0.495,0.533,0.313,0.804,0.592,0.522,G
583,Trey Burke,1,9,2013,Michigan,73,71,35.7,6.0,13.3,4.2,8.3,1.8,5.0,3.1,4.0,0.6,2.7,3.3,5.7,1.3,0.5,2.5,1.7,16.9,0.45,0.499,0.367,0.777,0.556,0.519,G
584,Reggie Bullock,1,25,2013,North Carolina,100,53,24.6,3.6,8.2,1.7,3.3,1.9,4.9,0.9,1.2,1.6,3.4,5.0,1.7,0.9,0.2,0.9,1.2,9.9,0.439,0.517,0.387,0.72,0.568,0.555,G
585,Kobe Bufkin,1,15,2023,Michigan,61,33,23.3,3.3,7.2,2.5,4.6,0.8,2.6,1.5,1.8,0.6,2.4,3.0,1.7,0.9,0.4,1.3,1.7,9.0,0.463,0.541,0.325,0.833,0.559,0.522,G
586,Thomas Bryant,2,42,2017,Indiana,69,69,25.3,4.4,7.5,4.0,6.4,0.4,1.1,3.0,4.1,2.1,4.1,6.2,1.2,0.6,1.2,2.0,2.9,12.2,0.592,0.63,0.373,0.718,0.648,0.619,C
587,Jalen Brunson,2,33,2018,Villanova,116,115,28.9,5.0,9.8,3.5,5.9,1.5,3.9,2.9,3.5,0.4,2.1,2.5,3.7,0.8,0.0,1.9,1.8,14.4,0.51,0.587,0.393,0.82,0.628,0.588,G
588,Troy Brown,1,15,2018,Oregon,35,35,31.2,4.1,9.2,3.2,6.1,0.9,3.1,2.2,3.0,1.5,4.7,6.2,3.2,1.6,0.2,2.5,2.2,11.3,0.444,0.524,0.291,0.743,0.532,0.494,F
589,Sterling Brown,2,46,2017,SMU,136,106,25.7,2.9,5.8,2.0,3.7,0.9,2.1,1.4,1.9,1.4,3.4,4.8,2.2,1.0,0.4,1.5,2.2,8.2,0.504,0.534,0.451,0.77,0.616,0.586,G
590,Markel Brown,2,44,2014,Oklahoma State,134,103,30.5,4.1,9.4,3.0,6.2,1.1,3.1,3.0,4.1,0.8,3.5,4.3,2.3,1.0,0.8,1.8,2.1,12.4,0.439,0.486,0.347,0.733,0.545,0.497,G
591,Lorenzo Brown,2,52,2013,NC State,101,95,32.6,4.1,9.5,3.4,7.4,0.6,2.1,2.8,3.8,0.7,3.5,4.2,5.8,1.7,0.5,3.0,1.9,11.6,0.429,0.464,0.305,0.741,0.513,0.463,G
592,Kobe Brown,1,30,2023,Missouri,123,118,25.1,4.0,8.0,3.1,5.5,0.8,2.6,2.1,2.8,1.7,4.3,6.0,1.7,1.1,0.5,1.7,2.6,10.8,0.492,0.577,0.313,0.747,0.577,0.542,F
593,Kendall Brown,2,48,2022,Baylor,34,34,27.0,3.9,6.6,3.5,5.4,0.4,1.2,1.5,2.2,1.7,3.1,4.9,1.9,1.0,0.4,1.7,2.3,9.7,0.584,0.638,0.341,0.689,0.63,0.615,G
594,Jaylen Brown,1,3,2016,California,34,34,27.6,4.8,11.1,3.9,8.1,0.9,3.0,4.2,6.4,1.1,4.3,5.4,2.0,0.8,0.6,3.1,3.2,14.6,0.431,0.482,0.294,0.654,0.518,0.471,F
595,Greg Brown,2,43,2021,Texas,26,24,20.6,3.1,7.4,2.0,3.9,1.2,3.5,2.0,2.8,1.2,5.0,6.2,0.4,0.6,1.0,2.3,3.0,9.3,0.42,0.5,0.33,0.708,0.535,0.497,F
596,Bruce Brown,2,42,2018,Miami (FL),52,48,32.6,4.1,9.2,3.1,6.3,0.9,3.0,2.6,3.7,1.4,4.8,6.2,3.5,1.4,0.6,2.1,2.4,11.7,0.442,0.502,0.316,0.702,0.532,0.493,G
597,Anthony Brown,2,34,2015,Stanford,144,105,29.2,3.6,8.4,2.1,4.7,1.5,3.8,2.1,2.8,1.0,3.8,4.8,1.6,0.7,0.2,1.6,1.8,10.8,0.428,0.448,0.403,0.751,0.556,0.518,G
598,Alec Brown,2,50,2014,Green Bay,126,125,29.3,4.8,10.3,4.2,8.8,0.6,1.5,3.1,4.2,2.3,4.1,6.3,0.9,0.6,2.5,2.1,2.7,13.3,0.465,0.476,0.4,0.748,0.542,0.495,F
599,Marshon Brooks,1,25,2011,Providence,63,56,31.6,7.0,14.8,5.3,9.6,1.8,5.2,3.6,4.8,2.0,3.6,5.6,2.0,1.4,0.9,2.4,2.4,19.5,0.477,0.549,0.345,0.755,0.572,0.538,G
600,Dillon Brooks,2,45,2017,Oregon,109,98,28.9,5.4,11.4,4.2,8.0,1.2,3.4,2.8,3.5,1.6,2.9,4.5,2.6,0.9,0.5,2.1,2.9,14.8,0.472,0.518,0.362,0.794,0.565,0.526,F
601,Malcolm Brogdon,2,36,2016,Virginia,136,109,30.6,4.4,10.3,3.1,6.6,1.4,3.7,3.1,3.5,0.6,3.5,4.1,2.5,0.9,0.2,1.5,1.8,13.3,0.43,0.466,0.365,0.876,0.556,0.496,G
602,Miles Bridges,1,12,2018,Michigan State,62,60,31.6,6.2,13.2,4.2,7.8,2.0,5.5,2.5,3.2,1.4,6.2,7.6,2.4,0.6,1.1,2.1,1.7,17.0,0.47,0.537,0.375,0.776,0.576,0.548,F
603,Mikal Bridges,1,10,2018,Villanova,116,73,27.3,3.9,7.5,2.5,3.8,1.5,3.7,1.9,2.3,1.1,3.2,4.3,1.6,1.4,0.9,1.1,2.2,11.3,0.525,0.645,0.4,0.845,0.656,0.623,F
604,Ignas Brazdeikis,2,47,2019,Michigan,37,37,29.6,5.1,11.0,3.6,7.1,1.5,3.9,3.1,4.1,1.2,4.3,5.4,0.8,0.7,0.5,1.2,2.1,14.8,0.462,0.5,0.392,0.773,0.573,0.531,F
605,Christian Braun,1,21,2022,Kansas,101,74,28.5,3.5,7.8,2.2,4.3,1.3,3.5,1.7,2.3,1.1,3.9,5.0,1.8,1.0,0.5,1.3,1.6,10.1,0.449,0.508,0.378,0.749,0.566,0.535,G
606,Jarrell Brantley,2,50,2019,College of Charleston,123,119,31.7,5.6,11.6,4.7,9.0,0.9,2.6,3.4,4.4,1.8,6.0,7.9,1.7,1.2,0.7,2.6,2.9,15.6,0.487,0.526,0.353,0.768,0.57,0.527,F
607,Malaki Branham,1,20,2022,Ohio State,32,31,29.6,5.0,10.0,3.8,7.3,1.2,2.8,2.5,3.0,0.8,2.8,3.6,2.0,0.7,0.3,1.7,1.8,13.7,0.498,0.53,0.416,0.833,0.596,0.556,G
608,Tony Bradley,1,28,2017,North Carolina,38,0,14.6,2.7,4.7,2.7,4.7,0.0,0.0,1.7,2.8,2.6,2.6,5.1,0.6,0.3,0.6,0.7,1.8,7.1,0.573,0.573,,0.619,0.59,0.573,F
609,Avery Bradley,1,19,2010,Texas,34,32,29.5,4.7,10.8,3.4,7.5,1.2,3.3,1.1,1.9,1.0,1.9,2.9,2.1,1.3,0.5,1.5,2.4,11.6,0.432,0.457,0.375,0.545,0.496,0.489,G
610,Craig Brackins,1,21,2010,Iowa State,32,32,35.1,6.0,14.3,5.2,11.6,0.8,2.7,3.7,4.8,2.1,6.4,8.5,2.2,0.8,1.2,2.1,2.0,16.5,0.42,0.446,0.31,0.76,0.498,0.45,F
611,James Bouknight,1,11,2021,Connecticut,43,30,27.9,5.3,11.5,4.2,8.1,1.1,3.4,3.4,4.2,1.6,3.1,4.7,1.5,0.9,0.2,2.1,2.4,15.0,0.456,0.513,0.32,0.802,0.554,0.503,G
612,Brandon Boston Jr.,2,51,2021,Kentucky,25,24,30.4,4.1,11.6,2.9,7.6,1.2,4.0,2.0,2.6,1.3,3.2,4.5,1.6,1.3,0.2,1.4,2.0,11.5,0.355,0.384,0.3,0.785,0.447,0.407,G
613,Trevor Booker,1,23,2010,Clemson,32,32,30.8,5.9,11.3,5.6,10.2,0.3,1.1,3.2,5.3,2.8,5.6,8.4,2.5,1.3,1.4,1.9,2.0,15.2,0.521,0.547,0.265,0.591,0.549,0.533,F
614,Devin Booker,1,13,2015,Kentucky,38,0,21.5,3.6,7.6,2.0,3.8,1.5,3.7,1.4,1.7,0.4,1.6,2.0,1.1,0.4,0.1,1.0,1.5,10.0,0.47,0.527,0.411,0.828,0.6,0.571,G
615,Jordan Bone,2,57,2019,Tennessee,95,87,26.1,3.6,8.4,2.6,5.7,1.0,2.7,1.6,2.0,0.3,2.1,2.4,4.3,0.7,0.1,1.6,1.2,9.7,0.424,0.458,0.353,0.817,0.519,0.481,G
616,Joel Bolomboy,2,52,2016,Weber State,130,90,28.8,3.8,7.2,3.5,6.4,0.3,0.7,3.6,5.0,3.2,6.9,10.1,0.7,0.6,1.4,2.0,2.3,11.4,0.528,0.547,0.371,0.713,0.598,0.548,F
617,Jonah Bolden,2,36,2017,,31,11,21.7,1.6,4.0,1.4,2.8,0.3,1.2,1.1,1.5,1.2,3.7,4.8,1.1,0.7,0.9,0.8,2.1,4.6,0.415,0.483,0.25,0.733,0.499,0.451,F
618,Bol Bol,2,44,2019,Oregon,9,9,29.8,8.2,14.7,6.8,11.9,1.4,2.8,3.1,4.1,2.1,7.4,9.6,1.0,0.8,2.7,2.0,1.7,21.0,0.561,0.57,0.52,0.757,0.632,0.61,C
619,Jaron Blossomgame,2,59,2017,Clemson,128,125,30.7,4.9,10.0,4.1,7.7,0.8,2.4,3.0,4.1,1.9,4.6,6.5,1.1,0.6,0.7,1.5,1.6,13.5,0.488,0.541,0.316,0.724,0.564,0.525,F
620,Eric Bledsoe,1,18,2010,Kentucky,37,35,30.3,3.9,8.4,2.6,5.0,1.3,3.5,2.2,3.3,0.5,2.6,3.1,2.9,1.4,0.3,3.0,2.2,11.3,0.462,0.516,0.383,0.667,0.566,0.54,G
621,Anthony Black,1,6,2023,Arkansas,36,36,34.9,4.1,9.1,3.4,6.6,0.8,2.6,3.7,5.3,1.3,3.8,5.1,3.9,2.1,0.6,3.0,2.6,12.8,0.453,0.513,0.301,0.705,0.549,0.495,G
622,Jabari Bird,2,56,2017,California,114,80,26.4,3.9,8.9,2.3,4.5,1.6,4.4,1.2,1.6,0.8,2.5,3.3,1.2,0.5,0.3,1.2,1.7,10.8,0.442,0.512,0.371,0.753,0.555,0.534,G
623,Tyler Bey,2,36,2020,Colorado,99,87,25.0,4.0,7.6,3.8,7.0,0.2,0.6,3.0,4.1,1.9,6.2,8.1,0.9,1.0,1.0,1.9,2.3,11.2,0.53,0.549,0.305,0.747,0.592,0.542,G
624,Saddiq Bey,1,19,2020,Villanova,67,60,31.6,4.2,9.0,2.3,4.5,1.9,4.6,1.5,2.0,1.7,3.2,4.9,1.8,0.8,0.4,1.1,2.3,11.9,0.469,0.522,0.418,0.728,0.594,0.575,F
625,Ben Bentil,2,51,2016,Providence,69,56,27.9,4.7,10.2,3.8,7.5,0.9,2.7,3.6,4.8,2.5,3.8,6.3,0.9,0.6,0.7,1.6,2.7,13.8,0.455,0.503,0.324,0.761,0.554,0.499,F
626,Keith Benson,2,48,2011,Oakland,70,70,31.8,6.3,11.6,6.1,11.2,0.2,0.4,4.9,7.2,2.9,7.4,10.3,0.9,0.6,3.5,1.8,3.0,17.6,0.541,0.546,0.393,0.685,0.587,0.547,C
627,Anthony Bennett,1,1,2013,UNLV,35,31,27.1,5.8,10.8,4.7,8.1,1.0,2.7,3.5,5.1,2.5,5.7,8.1,1.0,0.7,1.2,1.9,2.3,16.1,0.533,0.587,0.375,0.701,0.609,0.58,F
628,DeAndre Bembry,1,21,2016,Saint Joseph's,101,100,36.1,5.7,12.6,4.6,8.8,1.2,3.8,3.1,4.9,1.4,5.3,6.7,3.6,1.4,0.8,2.5,2.5,15.7,0.457,0.52,0.312,0.628,0.528,0.504,F
629,Jordan Bell,2,38,2017,Oregon,105,62,24.7,3.3,5.4,3.3,5.2,0.0,0.2,1.2,1.8,2.1,4.7,6.8,1.5,1.1,2.2,1.5,2.3,7.8,0.61,0.622,0.188,0.63,0.619,0.612,F
630,Malik Beasley,1,19,2016,Florida State,34,33,29.8,5.4,11.6,3.8,7.4,1.6,4.2,3.1,3.8,1.3,4.0,5.3,1.5,0.9,0.2,1.7,2.2,15.6,0.471,0.518,0.387,0.813,0.583,0.541,G
631,Bradley Beal,1,3,2012,Florida,37,37,34.2,4.7,10.6,3.0,5.6,1.7,5.0,3.6,4.7,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8,0.445,0.541,0.339,0.769,0.575,0.525,G
632,Keita Bates-Diop,2,48,2018,Ohio State,109,70,24.8,4.3,9.1,3.2,5.9,1.1,3.2,1.9,2.5,1.1,4.6,5.7,1.1,0.6,1.2,1.2,1.4,11.7,0.472,0.537,0.352,0.776,0.567,0.534,F
633,Emoni Bates,2,49,2023,Eastern Michigan,48,42,29.9,5.3,13.1,3.1,6.8,2.1,6.4,3.0,4.1,0.7,4.1,4.8,1.4,0.7,0.5,2.5,2.1,15.6,0.4,0.466,0.33,0.749,0.52,0.48,F
634,Charles Bassey,2,53,2021,Western Kentucky,72,72,30.5,6.1,10.2,5.7,9.0,0.4,1.3,3.3,4.3,3.0,7.5,10.5,0.8,0.6,2.6,2.5,2.5,15.9,0.596,0.636,0.319,0.768,0.648,0.616,C
635,Will Barton,2,40,2012,Memphis,70,59,32.9,5.7,12.0,4.6,8.4,1.1,3.6,2.7,3.7,1.7,4.8,6.5,2.9,1.5,0.6,2.3,2.2,15.2,0.471,0.546,0.299,0.733,0.549,0.517,G
636,R.J. Barrett,1,3,2019,Duke,38,38,35.3,8.4,18.5,6.5,12.2,1.9,6.2,3.9,5.9,1.6,6.0,7.6,4.3,0.9,0.4,3.2,1.8,22.6,0.454,0.529,0.308,0.665,0.532,0.506,F
637,Scottie Barnes,1,4,2021,Florida State,24,7,24.8,4.1,8.1,3.6,6.5,0.5,1.7,1.7,2.8,1.5,2.5,4.0,4.1,1.5,0.5,2.5,2.2,10.3,0.503,0.561,0.275,0.621,0.548,0.531,G
638,Harrison Barnes,1,7,2012,North Carolina,75,73,29.3,5.8,13.6,4.3,9.1,1.5,4.4,3.1,4.3,2.0,3.5,5.5,1.3,0.9,0.4,1.9,1.9,16.3,0.43,0.469,0.349,0.734,0.524,0.487,F
639,Dalano Banton,2,46,2021,Nebraska,58,34,20.8,2.2,5.4,1.7,3.4,0.5,2.0,1.3,2.1,0.7,3.6,4.3,2.9,0.7,0.7,2.1,1.4,6.3,0.408,0.51,0.237,0.631,0.485,0.453,G
640,Desmond Bane,1,30,2020,TCU,141,114,30.3,4.7,9.4,2.9,5.4,1.8,4.1,1.5,1.9,1.0,3.7,4.7,2.4,0.9,0.4,1.6,2.2,12.7,0.495,0.542,0.433,0.804,0.611,0.589,G
641,Paolo Banchero,1,1,2022,Duke,39,39,33.0,6.3,13.2,5.2,9.8,1.1,3.3,3.5,4.8,1.7,6.1,7.8,3.2,1.1,0.9,2.4,1.9,17.2,0.478,0.525,0.338,0.729,0.557,0.52,F
642,Mohamed Bamba,1,6,2018,Texas,30,29,30.2,4.9,9.0,4.4,7.3,0.5,1.7,2.7,4.0,3.2,7.3,10.5,0.5,0.8,3.7,1.5,2.5,12.9,0.541,0.603,0.275,0.681,0.593,0.567,F
643,Lonzo Ball,1,2,2017,UCLA,36,36,35.1,5.3,9.5,3.0,4.1,2.2,5.4,1.8,2.7,0.9,5.1,6.0,7.6,1.8,0.8,2.5,1.8,14.6,0.551,0.732,0.412,0.673,0.673,0.668,G
644,Wade Baldwin IV,1,17,2016,Vanderbilt,68,54,29.6,3.4,8.0,2.2,5.1,1.2,2.9,3.5,4.4,0.4,3.6,4.1,4.8,1.3,0.2,2.3,2.5,11.6,0.431,0.436,0.422,0.8,0.578,0.508,G
645,Patrick Baldwin Jr.,1,28,2022,Milwaukee,11,10,28.5,4.1,11.9,2.5,6.1,1.5,5.8,2.4,3.2,0.9,4.9,5.8,1.5,0.8,0.8,2.1,1.5,12.1,0.344,0.418,0.266,0.743,0.45,0.408,G
646,Cameron Bairstow,2,49,2014,New Mexico,134,55,20.8,3.1,6.0,3.1,6.0,0.0,0.0,3.0,4.2,1.7,3.0,4.8,0.8,0.5,0.7,1.2,2.1,9.2,0.517,0.519,0.333,0.717,0.577,0.519,F
647,Amari Bailey,2,41,2023,UCLA,30,28,26.9,4.5,9.1,3.8,7.3,0.7,1.8,1.5,2.1,0.8,3.0,3.8,2.2,1.1,0.3,2.4,1.7,11.2,0.495,0.521,0.389,0.698,0.553,0.533,G
648,Marvin Bagley III,1,2,2018,Duke,33,32,33.9,8.2,13.3,7.5,11.6,0.7,1.8,4.0,6.3,4.0,7.1,11.1,1.5,0.8,0.9,2.3,1.8,21.0,0.614,0.647,0.397,0.627,0.643,0.64,F
649,Dwayne Bacon,2,40,2017,Florida State,69,67,28.8,6.1,13.5,4.8,9.3,1.3,4.1,3.1,4.2,1.2,3.8,5.0,1.6,1.0,0.1,2.1,1.9,16.5,0.449,0.51,0.312,0.733,0.533,0.497,G
650,Luke Babbitt,1,16,2010,Nevada,34,34,37.1,7.4,14.8,6.1,11.8,1.2,3.0,5.9,6.4,2.1,6.9,8.9,2.1,1.0,0.8,2.4,2.6,21.9,0.5,0.521,0.416,0.917,0.614,0.542,F
651,Udoka Azubuike,1,27,2020,Kansas,87,79,23.4,5.4,7.2,5.4,7.2,0.0,0.0,1.5,3.6,2.6,5.3,7.9,0.7,0.5,2.0,2.0,2.8,12.3,0.746,0.746,,0.416,0.686,0.746,C
652,Deandre Ayton,1,1,2018,Arizona,35,35,33.5,7.9,12.9,7.5,11.9,0.3,1.0,4.0,5.5,3.4,8.2,11.6,1.6,0.6,1.9,2.0,2.3,20.1,0.612,0.635,0.343,0.733,0.65,0.625,F
653,OG Anunoby,1,23,2017,Indiana,50,10,17.4,2.7,4.8,2.1,3.3,0.5,1.5,0.9,1.8,1.4,2.1,3.5,0.8,1.0,0.9,1.1,1.7,6.8,0.563,0.652,0.365,0.522,0.609,0.62,F
654,Cole Anthony,1,15,2020,North Carolina,22,20,34.9,6.0,15.7,3.7,9.3,2.2,6.4,4.4,5.8,0.5,5.2,5.7,4.0,1.3,0.3,3.5,2.9,18.5,0.38,0.402,0.348,0.75,0.501,0.451,G
655,Kostas Antetokounmpo,2,60,2018,Dayton,29,6,15.1,2.0,3.5,1.9,3.0,0.1,0.5,1.1,2.2,0.8,2.0,2.9,0.4,0.2,1.1,1.3,2.3,5.2,0.574,0.651,0.133,0.516,0.575,0.584,F
656,Ike Anigbogu,2,47,2017,UCLA,29,0,13.0,2.0,3.5,2.0,3.5,0.0,0.0,0.8,1.5,1.4,2.6,4.0,0.2,0.2,1.2,0.8,2.5,4.7,0.564,0.564,,0.535,0.564,0.564,F
657,Kyle Anderson,1,30,2014,UCLA,71,70,31.6,4.3,9.4,3.8,8.1,0.5,1.4,3.1,4.3,1.7,7.0,8.7,5.0,1.8,0.8,2.6,1.9,12.2,0.452,0.465,0.375,0.736,0.531,0.479,G
658,Justin Anderson,1,21,2015,Virginia,98,44,24.1,2.9,6.8,1.9,4.1,1.0,2.8,2.0,2.7,0.8,2.7,3.5,1.8,0.6,0.9,1.3,1.4,8.9,0.43,0.481,0.357,0.752,0.549,0.503,G
