,Player,Round,Pick,WS,From,To,Age,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
101,Jericho Sims,2,58,4.1,2021-22,2022-23,23-24,93,21,0,14.7,1.3,1.7,1.3,1.7,0.0,0.0,0.3,0.5,1.7,2.7,4.4,0.5,0.3,0.5,0.5,1.7,2.9,0.758,0.763,0.0,0.533,0.741,0.758,F
102,Ben Simmons,1,1,32.6,2017-18,2022-23,21-26,317,308,3,32.9,6.0,10.8,6.0,10.7,0.0,0.1,2.6,4.5,1.8,6.0,7.8,7.5,1.6,0.7,3.2,2.9,14.7,0.56,0.565,0.139,0.591,0.578,0.561,G-F
103,Pascal Siakam,1,27,41.0,2016-17,2022-23,22-28,471,377,2,30.6,6.5,13.2,5.4,10.1,1.0,3.1,3.1,4.0,1.5,5.1,6.5,3.5,0.9,0.7,1.9,2.8,17.0,0.487,0.537,0.327,0.774,0.567,0.526,F-C
104,Iman Shumpert,1,17,12.9,2011-12,2020-21,21-30,461,246,0,24.9,2.7,6.8,1.6,3.6,1.1,3.1,0.8,1.1,0.7,2.6,3.3,1.8,1.1,0.3,1.1,2.3,7.2,0.391,0.438,0.337,0.764,0.496,0.469,G
105,Marial Shayok,2,54,-0.1,2019-20,2019-20,24,4,0,0,7.0,0.8,3.0,0.3,1.5,0.5,1.5,0.8,1.0,0.3,1.5,1.8,0.3,0.0,0.3,0.8,1.0,2.8,0.25,0.167,0.333,0.75,0.4,0.333,G
106,Day'Ron Sharpe,1,29,2.8,2021-22,2022-23,20-21,80,11,0,11.8,2.2,4.0,2.1,3.8,0.1,0.2,0.7,1.2,2.3,2.3,4.5,0.7,0.3,0.6,0.9,1.9,5.3,0.559,0.566,0.444,0.615,0.587,0.572,C
107,Landry Shamet,1,26,11.8,2018-19,2022-23,21-25,302,92,0,22.9,2.9,7.2,0.9,2.1,2.0,5.2,1.1,1.3,0.2,1.6,1.8,1.7,0.5,0.1,0.7,1.8,8.9,0.406,0.448,0.388,0.842,0.573,0.544,G
108,Collin Sexton,1,8,7.9,2018-19,2022-23,20-24,266,223,0,31.3,7.0,15.1,5.6,11.4,1.4,3.7,3.5,4.3,0.8,2.0,2.9,3.2,0.8,0.1,2.4,2.3,19.0,0.464,0.491,0.38,0.826,0.558,0.51,G
109,Josh Selby,2,49,-0.7,2011-12,2012-13,20-21,38,0,0,7.8,0.8,2.5,0.7,1.9,0.1,0.6,0.5,0.7,0.1,0.5,0.5,0.9,0.2,0.0,0.9,0.6,2.2,0.33,0.384,0.143,0.72,0.395,0.346,G
110,Mike Scott,2,43,16.8,2012-13,2020-21,24-32,555,34,0,16.5,2.6,5.7,1.7,3.2,0.9,2.5,0.7,0.9,0.7,2.4,3.1,0.9,0.3,0.1,0.6,1.5,6.7,0.453,0.521,0.362,0.757,0.552,0.531,F
111,Admiral Schofield,2,42,1.2,2019-20,2022-23,22-25,108,3,0,11.9,1.3,3.2,0.7,1.2,0.6,2.0,0.4,0.5,0.4,1.4,1.8,0.7,0.2,0.1,0.4,1.6,3.7,0.42,0.581,0.322,0.811,0.546,0.52,G-F
112,Larry Sanders,1,15,10.3,2010-11,2016-17,22-28,238,113,0,19.5,2.8,5.9,2.8,5.8,0.0,0.0,0.8,1.4,2.0,3.7,5.7,0.7,0.6,1.8,0.9,2.8,6.4,0.48,0.481,0.0,0.553,0.494,0.48,C-F
113,Robert Sacre,2,60,2.4,2012-13,2015-16,23-26,189,35,0,14.5,1.7,3.9,1.7,3.9,0.0,0.0,0.8,1.2,1.1,2.0,3.1,0.7,0.3,0.6,0.5,1.8,4.2,0.436,0.437,0.0,0.671,0.475,0.436,C
114,Domantas Sabonis,1,11,47.2,2016-17,2022-23,20-26,494,354,3,29.4,5.9,10.7,5.5,9.4,0.4,1.3,2.9,4.0,2.4,7.3,9.7,4.2,0.8,0.5,2.4,3.1,15.1,0.548,0.579,0.326,0.731,0.605,0.568,C-F
115,D'Angelo Russell,1,2,19.5,2015-16,2022-23,19-26,495,431,1,29.9,6.4,15.0,3.9,8.1,2.5,6.9,2.4,3.1,0.5,3.0,3.5,5.7,1.1,0.3,2.8,1.9,17.7,0.426,0.48,0.362,0.788,0.541,0.509,G
116,Terry Rozier,1,16,25.7,2015-16,2022-23,21-28,540,298,0,27.1,5.0,11.9,2.9,6.3,2.1,5.6,1.7,2.0,0.7,3.3,3.9,3.4,1.0,0.2,1.3,1.5,13.6,0.417,0.461,0.367,0.819,0.534,0.504,G
117,Terrence Ross,1,8,25.0,2012-13,2022-23,21-31,733,187,0,24.5,4.0,9.6,2.2,4.6,1.8,5.0,1.1,1.4,0.3,2.5,2.8,1.3,0.8,0.3,1.0,1.7,11.0,0.418,0.48,0.362,0.837,0.538,0.513,F-G
118,Ryan Rollins,2,44,-0.3,2022-23,2022-23,20,12,0,0,5.2,0.6,1.7,0.3,0.9,0.3,0.8,0.5,0.5,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9,0.35,0.364,0.333,1.0,0.508,0.425,G
119,David Roddy,1,23,1.1,2022-23,2022-23,21,70,4,0,18.0,2.6,6.0,1.6,3.0,0.9,3.0,0.6,0.9,0.7,2.0,2.8,0.8,0.4,0.3,0.8,1.5,6.7,0.429,0.553,0.307,0.631,0.519,0.506,F
120,Isaiah Roby,2,45,4.0,2019-20,2022-23,21-24,151,64,0,18.9,2.9,6.0,2.3,4.2,0.6,1.8,1.2,1.8,1.2,3.2,4.4,1.4,0.7,0.5,1.2,2.2,7.7,0.485,0.541,0.351,0.675,0.563,0.536,F
121,Jeremiah Robinson-Earl,2,32,3.4,2021-22,2022-23,21-22,92,56,0,20.7,2.7,6.2,1.6,3.2,1.0,3.0,0.8,1.0,1.6,3.3,4.9,1.0,0.6,0.3,0.6,1.6,7.2,0.427,0.503,0.344,0.781,0.536,0.51,F
122,Thomas Robinson,1,5,4.6,2012-13,2016-17,21-25,313,12,0,13.4,2.0,4.3,2.0,4.3,0.0,0.0,0.8,1.6,1.7,3.1,4.8,0.6,0.5,0.4,1.0,1.7,4.9,0.47,0.472,0.0,0.505,0.484,0.47,F
123,Jerome Robinson,1,13,-0.1,2018-19,2020-21,21-23,113,12,0,14.2,1.7,4.6,1.0,2.3,0.7,2.2,0.5,0.8,0.2,1.7,1.8,1.2,0.5,0.2,0.7,1.7,4.5,0.363,0.414,0.31,0.721,0.465,0.439,G
124,Glenn Robinson III,2,40,7.9,2014-15,2020-21,21-27,304,105,0,17.4,2.3,5.0,1.6,3.3,0.6,1.7,0.8,1.0,0.7,1.9,2.6,0.8,0.5,0.2,0.5,0.9,5.9,0.457,0.501,0.373,0.779,0.55,0.521,G-F
125,Andre Roberson,1,26,12.6,2013-14,2020-21,22-29,307,269,0,22.2,1.9,3.9,1.5,2.5,0.4,1.4,0.4,0.9,1.2,2.8,4.0,0.9,0.9,0.6,0.6,2.1,4.5,0.473,0.6,0.253,0.468,0.52,0.519,G-F
126,Austin Rivers,1,10,15.2,2012-13,2022-23,20-30,707,184,0,23.8,3.1,7.5,2.0,4.3,1.1,3.2,1.1,1.7,0.3,1.7,2.0,2.1,0.7,0.2,1.0,2.1,8.5,0.419,0.47,0.349,0.653,0.516,0.493,G
127,Grant Riller,2,56,0.1,2020-21,2020-21,23,7,0,0,3.9,1.1,1.7,0.9,1.1,0.3,0.6,0.0,0.0,0.0,0.1,0.1,0.4,0.1,0.0,0.1,0.0,2.6,0.667,0.75,0.5,,0.75,0.75,G
128,Malachi Richardson,1,22,-0.1,2016-17,2018-19,21-23,70,4,0,8.9,1.0,2.7,0.6,1.3,0.4,1.3,0.5,0.7,0.1,0.9,1.0,0.3,0.2,0.0,0.4,0.9,2.8,0.358,0.415,0.301,0.783,0.478,0.433,G
129,Josh Richardson,2,40,25.6,2015-16,2022-23,22-29,503,316,0,29.0,4.3,10.0,2.7,5.7,1.6,4.4,1.6,1.9,0.7,2.4,3.1,2.7,1.1,0.6,1.4,2.3,11.8,0.428,0.477,0.365,0.84,0.542,0.508,G
130,Nick Richards,2,42,5.2,2020-21,2022-23,23-25,133,14,0,12.4,2.0,3.1,2.0,3.1,0.0,0.0,1.3,1.8,1.4,2.5,3.9,0.4,0.2,0.7,0.6,1.6,5.2,0.633,0.634,0.5,0.734,0.675,0.635,F-C
131,Glen Rice Jr.,2,35,-0.2,2013-14,2014-15,23-24,16,1,0,9.5,0.9,3.3,0.5,1.8,0.4,1.5,0.6,0.8,0.4,1.1,1.5,0.6,0.4,0.1,0.7,1.1,2.7,0.269,0.286,0.25,0.692,0.372,0.327,G
132,Ryan Reid,2,57,0.1,2011-12,2011-12,25,5,0,0,3.4,0.8,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.2,1.6,0.8,0.8,,,0.8,0.8,F
133,Paul Reed,2,58,4.8,2020-21,2022-23,21-23,133,4,0,9.3,1.7,2.9,1.6,2.7,0.0,0.2,0.4,0.5,1.4,1.7,3.1,0.4,0.7,0.6,0.5,1.6,3.7,0.574,0.598,0.15,0.658,0.591,0.578,F
134,Davon Reed,2,32,1.5,2017-18,2022-23,22-27,122,7,0,10.6,1.1,2.7,0.6,1.3,0.5,1.4,0.3,0.4,0.2,1.5,1.7,0.8,0.4,0.1,0.4,1.0,3.1,0.408,0.434,0.385,0.667,0.525,0.509,G
135,Cam Reddish,1,10,2.0,2019-20,2022-23,20-23,173,82,0,24.9,3.5,8.9,2.2,4.8,1.3,4.1,1.9,2.3,0.6,2.4,3.0,1.3,1.0,0.4,1.4,1.9,10.3,0.399,0.463,0.322,0.843,0.522,0.473,F
136,Andy Rautins,2,38,-0.2,2010-11,2010-11,24,5,0,0,4.8,0.6,1.4,0.4,0.6,0.2,0.8,0.2,0.4,0.0,0.2,0.2,0.6,0.2,0.0,1.4,0.0,1.6,0.429,0.667,0.25,0.5,0.508,0.5,G
137,Julius Randle,1,7,39.5,2014-15,2022-23,20-28,595,515,2,31.7,6.8,14.5,5.7,11.1,1.1,3.3,4.0,5.3,2.0,7.4,9.4,3.6,0.7,0.4,2.8,3.1,18.7,0.47,0.51,0.336,0.745,0.556,0.509,F-C
138,Jahmi'us Ramsey,2,43,-0.1,2020-21,2021-22,19-20,32,0,0,7.1,1.2,3.0,0.9,1.8,0.3,1.2,0.4,0.6,0.2,0.5,0.7,0.4,0.2,0.1,0.3,0.6,3.1,0.406,0.492,0.27,0.632,0.479,0.458,G
139,Ivan Rabb,2,35,3.2,2017-18,2018-19,20-21,85,18,0,14.6,2.4,4.3,2.3,4.1,0.0,0.2,0.9,1.2,1.4,2.8,4.3,1.0,0.3,0.3,0.8,1.7,5.7,0.555,0.57,0.2,0.743,0.591,0.559,F
140,Immanuel Quickley,1,25,14.1,2020-21,2022-23,21-23,223,27,0,24.2,4.2,10.0,2.3,4.9,1.9,5.2,2.4,2.8,0.5,2.7,3.2,3.1,0.7,0.1,1.2,2.0,12.7,0.416,0.468,0.367,0.859,0.561,0.51,G
141,Neemias Queta,2,39,0.2,2021-22,2022-23,22-23,20,0,0,7.5,1.2,2.4,1.2,2.4,0.0,0.0,0.6,1.0,1.0,1.2,2.1,0.4,0.1,0.5,0.4,1.3,2.9,0.489,0.489,,0.579,0.515,0.489,C
142,Payton Pritchard,1,26,6.2,2020-21,2022-23,23-25,185,9,0,15.7,2.4,5.6,1.0,2.1,1.4,3.5,0.4,0.4,0.5,1.6,2.1,1.7,0.4,0.1,0.7,1.1,6.6,0.43,0.478,0.4,0.89,0.57,0.555,G
143,Taurean Prince,1,12,9.6,2016-17,2022-23,22-28,424,222,0,23.9,3.7,8.7,2.0,4.3,1.7,4.4,1.4,1.7,0.5,3.2,3.7,1.7,0.8,0.4,1.5,2.1,10.4,0.421,0.473,0.372,0.818,0.549,0.516,F
144,Joshua Primo,1,12,-0.1,2021-22,2022-23,19-20,54,16,0,19.6,2.0,5.5,1.2,2.7,0.8,2.8,0.9,1.3,0.6,1.7,2.3,1.8,0.4,0.5,1.3,1.6,5.9,0.372,0.442,0.302,0.75,0.485,0.448,G
145,Jason Preston,2,33,0.1,2022-23,2022-23,23,14,0,0,8.9,1.3,2.9,0.9,1.6,0.4,1.3,0.0,0.1,0.1,1.4,1.6,1.9,0.1,0.0,0.7,0.5,2.9,0.439,0.565,0.278,0.0,0.489,0.5,G
146,Norman Powell,2,46,23.0,2015-16,2022-23,22-29,481,196,0,22.8,4.2,9.0,2.7,5.2,1.5,3.8,2.2,2.6,0.4,2.2,2.6,1.5,0.8,0.3,1.2,1.9,12.0,0.465,0.524,0.386,0.827,0.592,0.548,G
147,Dwight Powell,2,45,43.1,2014-15,2022-23,23-31,587,243,0,19.0,2.8,4.7,2.6,4.0,0.2,0.7,1.7,2.3,1.6,2.9,4.5,1.0,0.6,0.5,0.7,2.3,7.6,0.599,0.654,0.292,0.741,0.661,0.621,F-C
148,Bobby Portis,1,22,26.4,2015-16,2022-23,20-27,523,142,0,22.3,4.6,9.8,3.5,6.9,1.1,2.9,1.1,1.5,1.9,5.1,7.0,1.2,0.6,0.4,1.1,1.9,11.5,0.474,0.513,0.381,0.754,0.551,0.53,F
149,Michael Porter Jr.,1,14,13.9,2019-20,2022-23,21-24,187,133,0,26.1,5.7,11.3,3.4,5.8,2.3,5.5,1.4,1.8,1.2,4.7,5.9,1.1,0.6,0.6,1.1,1.9,15.2,0.506,0.59,0.417,0.797,0.627,0.608,F
150,Kevin Porter Jr.,1,30,4.0,2019-20,2022-23,19-22,196,146,0,30.2,5.4,12.7,3.4,7.0,2.0,5.7,2.4,3.3,0.8,3.5,4.3,5.0,1.1,0.3,2.9,2.6,15.3,0.431,0.491,0.357,0.725,0.544,0.511,G
151,Jordan Poole,1,28,9.9,2019-20,2022-23,20-23,266,115,0,26.3,5.2,12.5,3.0,5.8,2.2,6.6,3.0,3.5,0.3,2.3,2.6,3.4,0.7,0.2,2.1,2.3,15.8,0.421,0.515,0.339,0.878,0.564,0.511,G
152,Quincy Pondexter,1,26,9.7,2010-11,2018-19,22-30,355,48,0,15.6,1.6,3.8,1.0,2.1,0.6,1.7,0.7,1.0,0.6,1.2,1.8,0.7,0.3,0.1,0.5,1.3,4.5,0.423,0.475,0.356,0.746,0.536,0.501,G-F
153,Jakob Poeltl,1,9,34.9,2016-17,2022-23,21-27,488,235,0,21.1,3.6,5.7,3.6,5.7,0.0,0.0,0.9,1.7,2.6,3.9,6.5,1.6,0.6,1.3,1.1,2.4,8.1,0.628,0.628,0.5,0.536,0.626,0.628,C
154,Miles Plumlee,1,26,10.6,2012-13,2018-19,24-30,346,168,0,16.4,2.2,4.0,2.2,4.0,0.0,0.0,0.6,1.1,1.6,2.9,4.5,0.5,0.4,0.7,0.9,1.6,4.9,0.542,0.542,,0.543,0.55,0.542,C-F
155,Mason Plumlee,1,22,52.1,2013-14,2022-23,23-32,740,446,0,22.7,3.4,5.7,3.4,5.6,0.0,0.1,1.8,3.2,2.1,4.7,6.9,2.5,0.7,0.9,1.5,2.8,8.6,0.595,0.601,0.049,0.567,0.605,0.595,C-F
156,Dexter Pittman,2,32,0.5,2010-11,2013-14,22-25,50,6,0,6.9,1.0,2.2,1.0,2.2,0.0,0.0,0.4,0.7,0.8,1.0,1.8,0.2,0.2,0.2,0.4,1.7,2.3,0.45,0.45,,0.545,0.47,0.45,C
157,Alec Peters,2,54,0.3,2017-18,2017-18,22,20,0,0,11.3,1.4,3.7,0.5,0.8,0.9,2.9,0.4,0.5,0.4,1.5,1.9,0.6,0.1,0.1,0.2,0.7,4.1,0.378,0.625,0.31,0.8,0.523,0.5,F
158,Reggie Perry,2,57,0.4,2020-21,2021-22,20-21,36,1,0,11.1,2.0,4.4,1.8,3.3,0.2,1.0,0.5,0.8,1.2,2.2,3.3,0.7,0.4,0.3,0.7,2.0,4.7,0.459,0.542,0.189,0.679,0.502,0.481,F-C
159,Elfrid Payton,1,10,15.8,2014-15,2021-22,20-27,500,395,0,26.8,4.2,9.3,3.8,8.0,0.4,1.3,1.3,2.2,1.0,3.0,4.0,5.7,1.2,0.3,2.2,2.0,10.1,0.447,0.474,0.287,0.623,0.49,0.467,G
160,Cameron Payne,1,14,9.3,2015-16,2022-23,21-28,327,56,0,18.2,3.1,7.4,2.0,4.4,1.1,2.9,0.8,0.9,0.3,1.9,2.2,3.4,0.7,0.2,1.3,1.7,8.0,0.42,0.458,0.363,0.816,0.515,0.493,G
161,Adreian Payne,1,15,-0.6,2014-15,2017-18,23-26,107,24,0,13.1,1.6,4.0,1.5,3.5,0.1,0.6,0.6,0.9,0.7,2.2,2.9,0.6,0.4,0.3,0.8,1.9,4.0,0.406,0.43,0.254,0.68,0.455,0.423,F-C
162,Justin Patton,1,16,0.4,2017-18,2020-21,20-23,22,6,0,13.5,1.6,4.0,1.2,2.2,0.5,1.8,0.2,0.3,0.8,2.0,2.7,0.9,0.7,0.6,0.3,2.0,3.9,0.404,0.531,0.25,0.667,0.469,0.461,C
163,Patrick Patterson,1,14,31.9,2010-11,2020-21,21-31,719,104,0,20.8,2.6,5.8,1.7,3.4,0.9,2.4,0.6,0.8,1.1,2.7,3.9,1.0,0.5,0.4,0.6,1.6,6.7,0.447,0.501,0.369,0.755,0.54,0.522,F
164,Lamar Patterson,2,48,0.1,2015-16,2016-17,24-25,40,0,0,10.9,0.8,2.4,0.5,1.0,0.3,1.4,0.5,0.6,0.1,1.3,1.4,1.1,0.3,0.1,0.7,1.3,2.3,0.326,0.45,0.236,0.72,0.439,0.395,G-F
165,Eric Paschall,2,41,5.0,2019-20,2021-22,23-25,158,31,0,19.5,3.7,7.4,3.1,5.6,0.6,1.8,1.9,2.5,0.9,2.3,3.2,1.4,0.3,0.2,1.0,1.5,9.8,0.494,0.55,0.326,0.758,0.577,0.535,F
166,Chandler Parsons,2,38,28.9,2011-12,2019-20,23-31,440,369,0,30.1,4.8,10.5,3.3,6.3,1.6,4.2,1.4,2.0,0.8,3.7,4.5,2.7,0.9,0.3,1.5,2.0,12.7,0.462,0.521,0.373,0.713,0.557,0.536,F
167,Jabari Parker,1,2,13.8,2014-15,2021-22,19-26,310,190,0,27.5,5.7,11.5,5.0,9.4,0.7,2.1,2.0,2.8,1.4,4.0,5.5,2.0,0.9,0.4,1.7,2.0,14.1,0.494,0.531,0.326,0.743,0.554,0.523,F
168,Marcus Paige,2,55,0.0,2017-18,2017-18,24,5,0,0,5.6,0.8,2.8,0.4,1.2,0.4,1.6,0.4,0.4,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,2.4,0.286,0.333,0.25,1.0,0.403,0.357,G
169,Daniel Oturu,2,33,0.3,2020-21,2021-22,21-22,33,0,0,5.7,0.8,1.8,0.7,1.6,0.0,0.2,0.4,0.5,0.7,0.9,1.6,0.3,0.1,0.3,0.3,0.8,1.9,0.431,0.462,0.167,0.706,0.481,0.44,F-C
170,Daniel Orton,1,29,1.0,2011-12,2013-14,21-23,51,6,0,10.6,1.0,2.0,1.0,2.0,0.0,0.0,0.8,1.4,0.9,1.5,2.5,0.5,0.4,0.5,0.6,1.6,2.8,0.485,0.49,0.0,0.597,0.531,0.485,C-F
171,Chinanu Onuaku,2,37,0.1,2016-17,2017-18,20-21,6,1,0,12.3,1.2,2.0,1.2,2.0,0.0,0.0,0.7,0.7,0.5,1.8,2.3,0.7,0.5,0.2,1.2,1.7,3.0,0.583,0.583,,1.0,0.654,0.583,F-C
172,Miye Oni,2,58,1.0,2019-20,2021-22,22-24,80,1,0,8.4,0.6,1.8,0.1,0.3,0.5,1.4,0.1,0.2,0.4,1.0,1.4,0.5,0.2,0.1,0.3,1.0,1.8,0.35,0.44,0.33,0.75,0.499,0.486,G
173,Kelly Olynyk,1,13,39.6,2013-14,2022-23,22-31,678,234,0,22.6,3.7,7.7,2.5,4.4,1.2,3.3,1.7,2.2,1.2,4.0,5.2,2.2,0.8,0.5,1.6,2.8,10.3,0.478,0.561,0.368,0.794,0.595,0.557,C-F
174,Victor Oladipo,1,2,25.6,2013-14,2022-23,21-30,504,397,2,32.2,6.2,14.2,4.6,9.5,1.6,4.7,2.9,3.7,0.6,3.9,4.5,3.9,1.6,0.5,2.5,2.4,16.9,0.436,0.48,0.347,0.788,0.534,0.493,G
175,Isaac Okoro,1,5,9.4,2020-21,2022-23,20-22,210,174,0,27.6,2.9,6.4,2.1,3.8,0.9,2.6,1.5,2.0,0.9,1.9,2.8,1.6,0.8,0.4,0.9,2.4,8.2,0.459,0.546,0.33,0.749,0.565,0.526,G-F
176,Onyeka Okongwu,1,6,13.2,2020-21,2022-23,20-22,178,28,0,19.3,3.2,4.9,3.2,4.8,0.0,0.1,1.5,2.0,2.2,3.5,5.7,0.9,0.6,1.1,0.9,2.8,7.9,0.653,0.66,0.25,0.741,0.684,0.655,F
177,Josh Okogie,1,20,8.2,2018-19,2022-23,20-24,316,149,0,20.1,2.1,5.3,1.5,3.0,0.7,2.3,1.7,2.2,1.0,2.0,3.0,1.2,0.9,0.4,0.9,1.9,6.6,0.4,0.483,0.291,0.749,0.523,0.463,G
178,Chuma Okeke,1,16,4.1,2020-21,2022-23,22-24,142,47,0,23.9,2.8,7.2,1.4,3.0,1.4,4.2,0.7,0.9,0.8,3.6,4.4,1.8,1.2,0.5,0.8,1.3,7.6,0.386,0.475,0.323,0.802,0.503,0.48,F
179,Jahlil Okafor,1,3,7.2,2015-16,2020-21,20-25,247,116,0,19.5,4.4,8.2,4.4,8.1,0.0,0.1,1.5,2.3,1.5,3.2,4.7,0.9,0.3,0.8,1.4,2.1,10.4,0.542,0.546,0.222,0.676,0.568,0.543,C-F
180,Semi Ojeleye,2,37,5.2,2017-18,2021-22,23-27,284,24,0,14.5,1.2,3.0,0.5,1.1,0.7,1.9,0.4,0.6,0.5,1.6,2.2,0.4,0.3,0.1,0.3,1.1,3.4,0.384,0.454,0.344,0.717,0.52,0.494,F
181,Kyle O'Quinn,2,49,17.8,2012-13,2019-20,22-29,472,65,0,14.2,2.3,4.4,2.2,4.1,0.1,0.3,0.8,1.1,1.3,3.3,4.6,1.4,0.4,1.0,1.0,2.0,5.4,0.517,0.539,0.218,0.74,0.554,0.524,F-C
182,Johnny O'Bryant,2,36,0.2,2014-15,2017-18,21-24,147,19,0,11.5,1.4,3.6,1.3,3.3,0.1,0.3,0.4,0.7,0.9,1.5,2.4,0.5,0.2,0.1,0.5,1.4,3.5,0.402,0.406,0.36,0.663,0.444,0.419,F-C
183,Jordan Nwora,2,45,2.5,2020-21,2022-23,22-24,154,29,0,17.2,2.9,6.8,1.6,3.5,1.3,3.2,0.8,1.0,0.6,2.7,3.3,1.0,0.4,0.2,1.0,1.1,7.8,0.424,0.459,0.386,0.799,0.541,0.517,F
184,Jaylen Nowell,2,43,4.8,2019-20,2022-23,20-23,184,3,0,17.0,3.5,7.8,2.5,4.7,1.0,3.1,1.1,1.4,0.4,1.7,2.2,1.9,0.5,0.2,0.7,1.4,9.1,0.447,0.529,0.322,0.798,0.541,0.511,G
185,Nerlens Noel,1,6,28.3,2014-15,2022-23,20-28,467,223,0,22.0,2.9,5.4,2.9,5.4,0.0,0.0,1.3,1.9,1.9,4.1,6.1,1.1,1.3,1.5,1.3,2.6,7.1,0.546,0.548,0.2,0.655,0.573,0.547,C-F
186,Zeke Nnaji,1,22,4.3,2020-21,2022-23,20-22,136,7,0,13.4,1.9,3.6,1.3,2.1,0.6,1.5,0.7,1.0,1.0,1.6,2.6,0.3,0.3,0.3,0.4,1.6,5.0,0.527,0.631,0.382,0.655,0.623,0.607,F
187,Andrew Nicholson,1,19,3.8,2012-13,2016-17,23-27,285,36,0,14.3,2.5,5.3,2.2,4.4,0.3,1.0,0.7,0.9,0.7,2.3,3.0,0.4,0.3,0.3,0.7,1.6,6.0,0.467,0.498,0.321,0.773,0.522,0.495,F
188,Georges Niang,2,50,10.6,2016-17,2022-23,23-29,383,19,0,15.6,2.3,5.3,0.8,1.6,1.5,3.7,0.4,0.5,0.3,1.8,2.1,0.8,0.3,0.1,0.6,1.5,6.5,0.438,0.519,0.403,0.872,0.594,0.579,F
189,Aaron Nesmith,1,14,3.5,2020-21,2022-23,21-23,171,64,0,17.9,2.4,5.6,1.3,2.4,1.1,3.1,0.9,1.1,0.6,2.3,2.9,0.8,0.5,0.3,0.8,2.3,6.7,0.423,0.523,0.346,0.827,0.556,0.521,G-F
190,Andrew Nembhard,2,31,1.2,2022-23,2022-23,23,75,63,0,27.6,3.8,8.6,2.6,5.1,1.2,3.5,0.7,0.8,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,0.441,0.504,0.35,0.79,0.528,0.512,G
191,Shabazz Napier,1,24,8.1,2014-15,2019-20,23-28,345,56,0,17.4,2.3,5.9,1.3,3.0,1.0,2.9,1.4,1.7,0.3,1.6,1.9,2.5,0.8,0.1,1.3,1.2,7.1,0.397,0.448,0.345,0.815,0.532,0.482,G
192,Abdel Nader,2,58,2.8,2017-18,2021-22,24-28,202,8,0,12.8,1.6,3.9,1.0,2.1,0.6,1.7,0.7,0.9,0.3,1.6,1.9,0.5,0.4,0.3,0.7,1.2,4.6,0.428,0.486,0.357,0.718,0.538,0.508,F
193,Hamady N'Diaye,2,56,0.0,2010-11,2013-14,24-27,33,0,0,4.8,0.2,0.5,0.2,0.5,0.0,0.0,0.2,0.4,0.2,0.5,0.8,0.1,0.1,0.3,0.2,1.0,0.6,0.467,0.467,,0.462,0.483,0.467,C
194,Mike Muscala,2,44,19.1,2013-14,2022-23,22-31,495,39,0,15.4,2.2,4.8,1.2,2.2,1.0,2.6,0.8,0.9,0.8,2.4,3.2,0.9,0.3,0.5,0.6,1.5,6.2,0.457,0.549,0.379,0.838,0.59,0.56,F-C
195,Keegan Murray,1,4,4.3,2022-23,2022-23,22,80,78,0,29.8,4.4,9.8,1.9,3.5,2.6,6.3,0.8,1.0,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2,0.453,0.527,0.411,0.765,0.597,0.584,F
196,Jamal Murray,1,7,26.0,2016-17,2022-23,19-25,410,336,0,30.5,6.2,13.9,4.1,8.4,2.1,5.5,2.4,2.8,0.8,2.9,3.7,4.2,1.0,0.3,2.0,1.8,16.9,0.447,0.496,0.373,0.87,0.56,0.522,G
197,Dejounte Murray,1,29,21.1,2016-17,2022-23,20-26,394,323,1,27.8,5.7,12.4,4.8,9.8,0.9,2.7,1.7,2.2,1.0,4.9,5.9,5.0,1.4,0.3,1.9,1.8,14.0,0.458,0.491,0.335,0.784,0.522,0.493,G
198,Trey Murphy III,1,17,9.5,2021-22,2022-23,21-22,141,66,0,23.5,3.5,7.6,1.6,2.8,1.9,4.8,1.5,1.7,0.8,2.3,3.0,1.1,0.8,0.4,0.5,1.5,10.5,0.461,0.566,0.4,0.9,0.626,0.587,F
199,Kevin Murphy,2,47,-0.3,2012-13,2012-13,22,17,0,0,3.1,0.4,1.6,0.4,1.4,0.1,0.3,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.2,0.2,0.9,0.25,0.261,0.2,,0.268,0.268,G
200,Erik Murphy,2,49,-0.1,2013-14,2013-14,23,24,0,0,2.6,0.1,0.5,0.1,0.4,0.0,0.1,0.0,0.0,0.1,0.3,0.3,0.1,0.0,0.2,0.1,0.3,0.3,0.231,0.3,0.0,,0.231,0.231,F
201,Shabazz Muhammad,1,14,8.5,2013-14,2017-18,21-25,278,16,0,17.2,3.4,7.2,2.9,5.8,0.4,1.4,1.8,2.4,1.1,1.7,2.8,0.5,0.3,0.1,0.7,1.0,9.0,0.473,0.51,0.319,0.751,0.549,0.504,F-G
